,price,speed,hd,ram,screen,cd,multi,premium,ads,trend,,alt_cd,alt_multi,alt_prem
1827,2475,33,340,8,17,no,no,yes,259,11,,0,0,1
1828,2699,66,245,8,15,yes,no,yes,259,11,,1,0,1
1829,2144,25,426,8,14,no,no,yes,259,11,,0,0,1
1830,2644,50,426,8,14,no,no,yes,259,11,,0,0,1
1831,2799,50,230,8,15,yes,yes,yes,259,11,,1,1,1
1832,2099,33,120,4,14,no,no,no,259,11,,0,0,0
1833,1995,33,424,8,14,no,no,yes,259,11,,0,0,1
1834,2705,66,340,8,17,no,no,yes,259,11,,0,0,1
1835,2799,66,450,8,15,yes,no,yes,259,11,,1,0,1
1836,3205,66,1370,8,14,no,no,yes,259,11,,0,0,1
1837,3899,66,527,16,17,yes,no,yes,259,11,,1,0,1
1838,2729,66,245,4,15,no,no,no,259,11,,0,0,0
1839,2444,66,214,4,14,no,no,yes,259,11,,0,0,1
1840,2395,50,424,4,17,no,no,yes,259,11,,0,0,1
1841,2095,33,212,4,17,no,no,yes,259,11,,0,0,1
1842,2995,66,424,16,15,yes,no,yes,259,11,,1,0,1
1843,2329,33,340,8,17,no,no,yes,259,11,,0,0,1
1844,2390,33,424,8,14,yes,yes,yes,259,11,,1,1,1
1845,1649,25,120,4,14,no,no,no,259,11,,0,0,0
1846,2290,66,107,2,14,yes,yes,yes,259,11,,1,1,1
1847,1828,25,120,4,14,no,no,no,259,11,,0,0,0
1848,2395,66,340,8,15,no,no,yes,259,11,,0,0,1
1849,2944,33,528,16,14,no,no,yes,259,11,,0,0,1
1850,1890,33,212,4,14,yes,yes,yes,259,11,,1,1,1
1851,2605,66,545,8,15,no,no,yes,259,11,,0,0,1
1852,2095,33,426,8,14,no,no,yes,259,11,,0,0,1
1853,2024,25,120,4,14,yes,no,no,259,11,,1,0,0
1854,3090,66,528,16,15,no,no,yes,259,11,,0,0,1
1855,2590,66,426,8,15,no,no,yes,259,11,,0,0,1
1856,1790,33,107,2,15,no,no,yes,259,11,,0,0,1
1857,3714,66,527,4,15,yes,no,no,259,11,,1,0,0
1858,2499,66,424,8,15,no,no,yes,259,11,,0,0,1
1859,3144,66,528,16,14,no,no,yes,259,11,,0,0,1
1860,2899,50,240,4,14,no,no,no,259,11,,0,0,0
1861,2390,66,424,4,14,yes,yes,yes,259,11,,1,1,1
1862,2375,33,545,8,15,no,no,yes,259,11,,0,0,1
1863,1945,33,340,4,15,no,no,yes,259,11,,0,0,1
1864,2090,25,214,4,14,yes,yes,yes,259,11,,1,1,1
1865,2168,33,212,4,14,no,no,no,259,11,,0,0,0
1866,2890,66,426,8,14,yes,yes,yes,259,11,,1,1,1
1867,2595,33,424,8,17,no,no,yes,259,11,,0,0,1
1868,3198,66,450,16,15,yes,no,yes,259,11,,1,0,1
1869,2890,25,528,16,14,yes,yes,yes,259,11,,1,1,1
1870,1744,33,107,2,14,no,no,yes,259,11,,0,0,1
1871,2685,66,545,8,14,no,no,yes,259,11,,0,0,1
1872,2044,66,107,2,14,no,no,yes,259,11,,0,0,1
1873,1999,50,245,4,15,yes,yes,yes,259,11,,1,1,1
1874,2095,50,214,4,14,no,no,yes,259,11,,0,0,1
1875,2285,66,340,8,15,no,no,yes,259,11,,0,0,1
1876,2364,33,212,4,14,yes,no,no,259,11,,1,0,0
1877,1844,25,214,4,14,no,no,yes,259,11,,0,0,1
1878,1349,33,212,4,14,no,no,yes,259,11,,0,0,1
1879,3044,50,528,16,14,no,no,yes,259,11,,0,0,1
1880,2149,66,245,4,15,yes,yes,yes,259,11,,1,1,1
1881,1890,33,107,2,14,yes,yes,yes,259,11,,1,1,1
1882,1818,25,212,4,14,no,no,no,259,11,,0,0,0
1883,2999,66,340,8,15,yes,yes,yes,259,11,,1,1,1
1884,1990,66,107,2,15,no,no,yes,259,11,,0,0,1
1885,2990,50,528,16,15,no,no,yes,259,11,,0,0,1
1886,1529,33,245,4,14,no,no,yes,259,11,,0,0,1
1887,2144,33,214,4,14,no,no,yes,259,11,,0,0,1
1888,1799,33,120,4,14,no,no,no,259,11,,0,0,0
1889,1799,33,230,4,14,no,no,yes,259,11,,0,0,1
1890,2439,50,340,8,17,no,no,yes,259,11,,0,0,1
1891,2055,33,340,8,15,no,no,yes,259,11,,0,0,1
1892,1695,25,214,4,14,no,no,yes,259,11,,0,0,1
1893,1644,33,107,2,14,no,no,yes,259,11,,0,0,1
1894,2065,33,340,8,15,yes,no,yes,259,11,,1,0,1
1895,2295,50,424,8,15,yes,no,yes,259,11,,1,0,1
1896,2490,33,426,8,14,yes,yes,yes,259,11,,1,1,1
1897,3144,50,528,16,14,no,no,yes,259,11,,0,0,1
1898,2844,33,528,16,14,no,no,yes,259,11,,0,0,1
1899,1944,33,107,2,14,no,no,yes,259,11,,0,0,1
1900,1899,66,245,4,15,no,no,yes,259,11,,0,0,1
1901,2185,25,528,8,14,no,no,yes,259,11,,0,0,1
1902,1795,33,214,4,14,no,no,yes,259,11,,0,0,1
1903,1844,33,107,2,14,no,no,yes,259,11,,0,0,1
1904,2190,50,214,4,15,no,no,yes,259,11,,0,0,1
1905,2595,33,528,16,14,no,no,yes,259,11,,0,0,1
1906,1595,33,340,4,14,no,no,yes,259,11,,0,0,1
1907,1495,33,107,4,14,no,no,yes,259,11,,0,0,1
1908,1795,50,424,4,14,no,no,yes,259,11,,0,0,1
1909,2374,33,120,4,14,yes,no,no,259,11,,1,0,0
1910,2498,50,320,8,15,yes,no,yes,259,11,,1,0,1
1911,2175,66,340,4,15,no,no,yes,259,11,,0,0,1
1912,1908,33,120,4,14,no,no,no,259,11,,0,0,0
1913,1999,33,340,8,14,yes,no,yes,259,11,,1,0,1
1914,1599,25,120,4,14,no,no,no,259,11,,0,0,0
1915,2090,25,426,8,15,no,no,yes,259,11,,0,0,1
1916,1670,25,212,4,14,yes,yes,yes,259,11,,1,1,1
1917,2478,33,245,8,14,no,no,no,259,11,,0,0,0
1918,2590,66,214,4,14,yes,yes,yes,259,11,,1,1,1
1919,1749,50,245,4,15,no,no,yes,259,11,,0,0,1
1920,1995,33,214,4,14,no,no,yes,259,11,,0,0,1
1921,1929,33,245,4,15,yes,yes,yes,259,11,,1,1,1
1922,3390,66,528,16,14,yes,yes,yes,259,11,,1,1,1
1923,2044,50,107,2,14,no,no,yes,259,11,,0,0,1
1924,3290,50,528,16,14,yes,yes,yes,259,11,,1,1,1
1925,2175,33,425,8,15,no,no,yes,259,11,,0,0,1
1926,1449,25,120,4,14,no,no,no,259,11,,0,0,0
1927,2795,33,528,16,14,no,no,yes,259,11,,0,0,1
1928,1795,50,107,2,14,no,no,yes,259,11,,0,0,1
1929,2359,33,245,8,14,no,no,no,259,11,,0,0,0
1930,2049,33,212,4,14,no,no,no,259,11,,0,0,0
1931,2895,50,528,16,14,no,no,yes,259,11,,0,0,1
1932,2608,33,340,4,14,no,no,no,259,11,,0,0,0
1933,1944,25,214,4,14,no,no,yes,259,11,,0,0,1
1934,2495,66,426,8,14,no,no,yes,259,11,,0,0,1
1935,2405,66,425,8,15,no,no,yes,259,11,,0,0,1
1936,2104,33,120,4,14,yes,no,no,259,11,,1,0,0
1937,2190,33,214,4,14,yes,yes,yes,259,11,,1,1,1
1938,2195,66,214,4,14,no,no,yes,259,11,,0,0,1
1939,3589,66,527,8,15,no,no,no,259,11,,0,0,0
1940,2344,66,214,4,14,no,no,yes,259,11,,0,0,1
1941,1695,33,340,4,15,no,no,yes,259,11,,0,0,1
1942,1890,33,212,4,14,yes,yes,yes,259,11,,1,1,1
1943,1854,25,120,4,14,yes,no,no,259,11,,1,0,0
1944,2299,66,120,4,14,no,no,no,259,11,,0,0,0
1945,3044,66,245,4,15,yes,no,no,259,11,,1,0,0
1946,2944,66,340,8,17,no,no,yes,259,11,,0,0,1
1947,2145,33,340,4,15,yes,no,yes,259,11,,1,0,1
1948,1944,50,107,2,14,no,no,yes,259,11,,0,0,1
1949,2144,66,107,2,14,no,no,yes,259,11,,0,0,1
1950,1395,25,107,4,14,no,no,yes,259,11,,0,0,1
1951,2244,33,214,4,14,no,no,yes,259,11,,0,0,1
1952,2744,33,528,16,14,no,no,yes,259,11,,0,0,1
1953,2674,33,245,8,14,yes,no,no,259,11,,1,0,0
1954,1495,33,107,2,14,no,no,yes,259,11,,0,0,1
1955,3205,66,545,8,17,no,no,yes,259,11,,0,0,1
1956,2390,33,426,8,15,no,no,yes,259,11,,0,0,1
1957,1395,25,107,2,14,no,no,yes,259,11,,0,0,1
1958,2815,50,424,8,17,yes,no,yes,259,11,,1,0,1
1959,1599,50,245,4,14,no,no,yes,259,11,,0,0,1
1960,2190,50,424,4,14,yes,yes,yes,259,11,,1,1,1
1961,3678,66,527,8,15,no,no,no,259,11,,0,0,0
1962,1695,33,107,2,14,no,no,yes,259,11,,0,0,1
1963,1895,25,212,4,17,no,no,yes,259,11,,0,0,1
1964,1275,25,212,4,14,no,no,yes,259,11,,0,0,1
1965,3399,66,527,4,15,no,no,no,259,11,,0,0,0
1966,1789,33,120,4,14,no,no,no,259,11,,0,0,0
1967,2699,33,240,4,14,no,no,no,259,11,,0,0,0
1968,2544,33,426,8,14,no,no,yes,259,11,,0,0,1
1969,2744,66,426,8,14,no,no,yes,259,11,,0,0,1
1970,1790,25,214,4,15,no,no,yes,259,11,,0,0,1
1971,1490,25,107,2,15,no,no,yes,259,11,,0,0,1
1972,2315,33,340,8,17,no,no,yes,259,11,,0,0,1
1973,2285,33,528,8,14,no,no,yes,259,11,,0,0,1
1974,3904,66,527,8,15,yes,no,no,259,11,,1,0,0
1975,1699,25,212,4,14,no,no,no,259,11,,0,0,0
1976,1695,25,214,8,14,no,no,yes,259,11,,0,0,1
1977,2138,33,212,4,14,no,no,no,259,11,,0,0,0
1978,1895,66,107,2,14,no,no,yes,259,11,,0,0,1
1979,2490,50,214,4,14,yes,yes,yes,259,11,,1,1,1
1980,1995,66,424,4,14,no,no,yes,259,11,,0,0,1
1981,2644,25,528,16,14,no,no,yes,259,11,,0,0,1
1982,1699,33,245,4,15,no,no,yes,259,11,,0,0,1
1983,1544,25,107,2,14,no,no,yes,259,11,,0,0,1
1984,2744,50,340,8,17,no,no,yes,259,11,,0,0,1
1985,2495,25,528,16,14,no,no,yes,259,11,,0,0,1
1986,1995,25,426,8,14,no,no,yes,259,11,,0,0,1
1987,1539,25,120,4,14,no,no,no,259,11,,0,0,0
1988,1878,33,120,4,14,no,no,no,259,11,,0,0,0
1989,2090,33,107,2,14,yes,yes,yes,259,11,,1,1,1
1990,1299,25,120,4,14,yes,no,yes,259,11,,1,0,1
1991,2044,33,214,4,14,no,no,yes,259,11,,0,0,1
1992,5399,66,1200,32,17,yes,no,yes,259,11,,1,0,1
1993,1395,25,107,4,14,no,no,yes,259,11,,0,0,1
1994,3365,66,450,16,15,yes,yes,yes,259,11,,1,1,1
1995,1395,25,240,4,14,no,no,yes,259,11,,0,0,1
1996,2014,25,212,4,14,yes,no,no,259,11,,1,0,0
1997,2590,25,528,16,15,no,no,yes,259,11,,0,0,1
1998,2295,66,340,8,15,yes,no,yes,259,11,,1,0,1
1999,1788,25,212,4,14,no,no,no,259,11,,0,0,0
2000,2975,33,545,8,17,no,no,yes,259,11,,0,0,1
2001,3495,50,452,8,14,no,no,yes,259,11,,0,0,1
2002,2578,33,340,4,14,no,no,no,259,11,,0,0,0
2003,1494,25,240,4,15,no,no,yes,259,11,,0,0,1
2004,2999,66,450,16,15,yes,no,yes,259,11,,1,0,1
2005,2190,33,426,8,15,no,no,yes,259,11,,0,0,1
2006,1590,33,107,2,15,no,no,yes,259,11,,0,0,1
2007,2690,33,426,8,14,yes,yes,yes,259,11,,1,1,1
2008,2489,33,340,4,14,no,no,no,259,11,,0,0,0
2009,2544,50,426,8,14,no,no,yes,259,11,,0,0,1
2010,2848,66,245,4,15,no,no,no,259,11,,0,0,0
2011,2799,66,340,16,15,yes,no,yes,259,11,,1,0,1
2012,2059,33,120,4,14,no,no,no,259,11,,0,0,0
2013,1749,33,212,4,14,yes,yes,yes,259,11,,1,1,1
2014,1495,33,212,4,14,no,no,yes,259,11,,0,0,1
2015,2744,25,528,16,14,no,no,yes,259,11,,0,0,1
2016,2699,66,245,8,15,yes,no,yes,259,11,,1,0,1
2017,1749,66,245,4,14,no,no,yes,259,11,,0,0,1
2018,2818,66,245,4,15,no,no,no,259,11,,0,0,0
2019,1495,33,212,4,14,no,no,yes,259,11,,0,0,1
2020,1790,25,107,2,14,yes,yes,yes,259,11,,1,1,1
2021,1944,33,214,4,14,no,no,yes,259,11,,0,0,1
2022,2344,33,426,8,14,no,no,yes,259,11,,0,0,1
2023,1890,50,107,2,15,no,no,yes,259,11,,0,0,1
2024,2644,66,426,8,14,no,no,yes,259,11,,0,0,1
2025,1709,25,120,4,14,no,no,no,259,11,,0,0,0
2026,2244,25,426,8,14,no,no,yes,259,11,,0,0,1
2027,2804,33,340,4,14,yes,no,no,259,11,,1,0,0
2028,1795,50,340,4,14,no,no,yes,259,11,,0,0,1
2029,2244,33,426,8,14,no,no,yes,259,11,,0,0,1
2030,2995,66,528,16,14,no,no,yes,259,11,,0,0,1
2031,2585,50,528,8,14,no,no,yes,259,11,,0,0,1
2032,2595,66,424,4,17,no,no,yes,259,11,,0,0,1
2033,2559,66,340,8,17,no,no,yes,259,11,,0,0,1
2034,2375,66,340,4,15,yes,no,yes,259,11,,1,0,1
2035,2290,66,214,4,15,no,no,yes,259,11,,0,0,1
2036,1895,33,340,8,15,no,no,yes,259,11,,0,0,1
2037,2195,50,340,8,15,no,no,yes,259,11,,0,0,1
2038,2295,33,426,8,14,no,no,yes,259,11,,0,0,1
2039,2990,33,528,16,14,yes,yes,yes,259,11,,1,1,1
2040,2455,33,545,8,14,no,no,yes,259,11,,0,0,1
2041,1894,50,340,4,15,no,no,yes,259,11,,0,0,1
2042,2448,33,245,8,14,no,no,no,259,11,,0,0,0
2043,2975,33,1370,8,14,no,no,yes,259,11,,0,0,1
2044,2485,33,528,8,14,no,no,yes,259,11,,0,0,1
2045,2685,66,528,8,14,no,no,yes,259,11,,0,0,1
2046,3190,33,528,16,14,yes,yes,yes,259,11,,1,1,1
2047,2444,33,426,8,14,no,no,yes,259,11,,0,0,1
2048,2069,33,340,4,14,no,no,no,275,12,,0,0,0
2049,1709,25,170,4,14,no,no,no,275,12,,0,0,0
2050,1994,33,120,4,14,yes,no,no,275,12,,1,0,0
2051,3090,66,528,16,15,no,no,yes,275,12,,0,0,1
2052,1425,25,120,4,14,no,no,no,275,12,,0,0,0
2053,2995,66,528,16,14,no,no,yes,275,12,,0,0,1
2054,1804,25,120,4,14,yes,no,no,275,12,,1,0,0
2055,3015,66,424,8,17,yes,no,yes,275,12,,1,0,1
2056,1574,25,212,4,14,yes,yes,yes,275,12,,1,1,1
2057,1535,33,340,4,14,no,no,yes,275,12,,0,0,1
2058,1914,25,212,4,14,yes,no,no,275,12,,1,0,0
2059,2214,25,120,4,14,yes,no,no,275,12,,1,0,0
2060,2299,66,120,4,14,no,no,no,275,12,,0,0,0
2061,1999,33,250,4,14,yes,yes,yes,275,12,,1,1,1
2062,3795,33,1000,16,14,yes,no,yes,275,12,,1,0,1
2063,1895,33,340,8,14,yes,no,yes,275,12,,1,0,1
2064,1795,50,424,4,14,no,no,yes,275,12,,0,0,1
2065,1794,33,212,4,14,yes,yes,yes,275,12,,1,1,1
2066,3899,66,527,16,17,yes,no,yes,275,12,,1,0,1
2067,1299,25,212,4,14,no,no,yes,275,12,,0,0,1
2068,3144,66,528,16,14,no,no,yes,275,12,,0,0,1
2069,1595,33,107,2,14,no,no,yes,275,12,,0,0,1
2070,2890,66,426,8,14,yes,yes,yes,275,12,,1,1,1
2071,2199,50,340,8,15,no,no,yes,275,12,,0,0,1
2072,2449,25,245,4,14,yes,no,no,275,12,,1,0,0
2073,3127,66,424,16,15,yes,yes,yes,275,12,,1,1,1
2074,2995,66,528,8,15,no,no,yes,275,12,,0,0,1
2075,2943,33,340,8,14,no,no,no,275,12,,0,0,0
2076,3190,50,528,16,14,yes,yes,yes,275,12,,1,1,1
2077,2444,33,426,8,14,no,no,yes,275,12,,0,0,1
2078,1995,33,424,8,14,no,no,yes,275,12,,0,0,1
2079,1844,50,107,2,14,no,no,yes,275,12,,0,0,1
2080,1494,33,240,4,15,no,no,yes,275,12,,0,0,1
2081,2544,50,426,8,14,no,no,yes,275,12,,0,0,1
2082,2290,66,214,4,15,no,no,yes,275,12,,0,0,1
2083,1349,33,212,4,14,no,no,yes,275,12,,0,0,1
2084,2095,33,426,8,14,no,no,yes,275,12,,0,0,1
2085,2743,33,340,4,14,no,no,no,275,12,,0,0,0
2086,2135,33,540,8,15,no,no,yes,275,12,,0,0,1
2087,2999,66,450,16,15,yes,no,yes,275,12,,1,0,1
2088,2495,25,528,16,14,no,no,yes,275,12,,0,0,1
2089,1489,25,120,4,14,no,no,no,275,12,,0,0,0
2090,2644,66,426,8,14,no,no,yes,275,12,,0,0,1
2091,2374,33,212,4,14,yes,no,no,275,12,,1,0,0
2092,1590,33,107,2,15,no,no,yes,275,12,,0,0,1
2093,1944,25,214,4,14,no,no,yes,275,12,,0,0,1
2094,2654,33,340,4,14,no,no,no,275,12,,0,0,0
2095,1999,33,230,8,15,no,no,yes,275,12,,0,0,1
2096,1990,33,214,4,15,no,no,yes,275,12,,0,0,1
2097,5399,66,1200,32,17,yes,no,yes,275,12,,1,0,1
2098,2244,33,426,8,14,no,no,yes,275,12,,0,0,1
2099,2134,25,245,4,14,no,no,no,275,12,,0,0,0
2100,1995,66,340,8,15,no,no,yes,275,12,,0,0,1
2101,1499,33,170,4,14,no,no,yes,275,12,,0,0,1
2102,2944,50,528,16,14,no,no,yes,275,12,,0,0,1
2103,2785,33,1060,8,14,no,no,yes,275,12,,0,0,1
2104,2854,33,340,8,14,no,no,no,275,12,,0,0,0
2105,2344,33,426,8,14,no,no,yes,275,12,,0,0,1
2106,2320,33,528,8,14,no,no,yes,275,12,,0,0,1
2107,3099,66,450,16,15,yes,no,yes,275,12,,1,0,1
2108,1644,33,107,2,14,no,no,yes,275,12,,0,0,1
2109,2090,50,214,4,15,no,no,yes,275,12,,0,0,1
2110,2744,25,528,16,14,no,no,yes,275,12,,0,0,1
2111,3334,66,528,16,15,no,no,yes,275,12,,0,0,1
2112,2844,33,528,16,14,no,no,yes,275,12,,0,0,1
2113,2024,25,170,4,14,yes,no,no,275,12,,1,0,0
2114,1799,25,424,4,14,yes,yes,yes,275,12,,1,1,1
2115,2099,66,245,4,15,yes,yes,yes,275,12,,1,1,1
2116,1890,33,214,4,15,no,no,yes,275,12,,0,0,1
2117,1520,33,424,4,14,no,no,yes,275,12,,0,0,1
2118,2290,33,214,4,14,yes,yes,yes,275,12,,1,1,1
2119,2290,33,426,8,15,no,no,yes,275,12,,0,0,1
2120,2969,33,340,4,14,yes,no,no,275,12,,1,0,0
2121,2195,66,214,4,14,no,no,yes,275,12,,0,0,1
2122,2944,66,340,8,17,no,no,yes,275,12,,0,0,1
2123,2244,25,426,8,14,no,no,yes,275,12,,0,0,1
2124,2190,33,214,4,14,yes,yes,yes,275,12,,1,1,1
2125,1995,66,424,4,14,no,no,yes,275,12,,0,0,1
2126,2490,33,426,8,14,yes,yes,yes,275,12,,1,1,1
2127,2944,33,528,16,14,no,no,yes,275,12,,0,0,1
2128,2185,33,340,8,17,no,no,yes,275,12,,0,0,1
2129,1899,33,245,4,15,yes,yes,yes,275,12,,1,1,1
2130,1790,25,107,2,14,yes,yes,yes,275,12,,1,1,1
2131,1895,33,340,8,15,no,no,yes,275,12,,0,0,1
2132,2444,66,214,4,14,no,no,yes,275,12,,0,0,1
2133,2627,66,424,8,15,yes,yes,yes,275,12,,1,1,1
2134,2995,66,340,16,15,yes,no,yes,275,12,,1,0,1
2135,2179,33,340,4,14,no,no,no,275,12,,0,0,0
2136,2444,50,426,8,14,no,no,yes,275,12,,0,0,1
2137,3544,66,340,16,17,yes,no,yes,275,12,,1,0,1
2138,1649,33,245,4,15,no,no,yes,275,12,,0,0,1
2139,1499,25,120,4,14,no,no,no,275,12,,0,0,0
2140,1798,25,170,4,14,no,no,no,275,12,,0,0,0
2141,2223,25,245,4,14,no,no,no,275,12,,0,0,0
2142,2999,66,340,8,15,yes,yes,yes,275,12,,1,1,1
2143,3169,33,340,8,14,yes,no,no,275,12,,1,0,0
2144,1999,33,340,8,14,yes,no,yes,275,12,,1,0,1
2145,1949,50,245,4,15,yes,yes,yes,275,12,,1,1,1
2146,2059,33,212,4,14,no,no,no,275,12,,0,0,0
2147,2595,33,528,16,14,no,no,yes,275,12,,0,0,1
2148,1275,25,212,4,14,no,no,yes,275,12,,0,0,1
2149,3995,66,1000,16,14,yes,no,yes,275,12,,1,0,1
2150,2595,66,424,4,17,no,no,yes,275,12,,0,0,1
2151,1695,25,214,4,14,no,no,yes,275,12,,0,0,1
2152,2785,33,540,8,17,no,no,yes,275,12,,0,0,1
2153,2295,50,426,8,14,no,no,yes,275,12,,0,0,1
2154,1569,50,245,4,14,no,no,yes,275,12,,0,0,1
2155,2559,66,340,8,17,no,no,yes,275,12,,0,0,1
2156,2495,66,424,8,15,yes,no,yes,275,12,,1,0,1
2157,2268,33,340,4,14,no,no,no,275,12,,0,0,0
2158,1495,33,212,4,14,no,no,yes,275,12,,0,0,1
2159,2895,66,520,8,14,no,no,yes,275,12,,0,0,1
2160,2595,33,424,8,17,no,no,yes,275,12,,0,0,1
2161,2349,66,340,4,14,yes,yes,yes,275,12,,1,1,1
2162,2795,66,340,8,15,no,no,yes,275,12,,0,0,1
2163,1988,25,120,4,14,no,no,no,275,12,,0,0,0
2164,1490,25,107,2,15,no,no,yes,275,12,,0,0,1
2165,2320,33,424,4,17,no,no,yes,275,12,,0,0,1
2166,1495,33,212,4,14,no,no,yes,275,12,,0,0,1
2167,2390,50,426,8,15,no,no,yes,275,12,,0,0,1
2168,1295,33,212,4,14,no,no,yes,275,12,,0,0,1
2169,2144,25,426,8,14,no,no,yes,275,12,,0,0,1
2170,1944,33,214,4,14,no,no,yes,275,12,,0,0,1
2171,2495,66,540,8,14,no,no,yes,275,12,,0,0,1
2172,2329,33,340,8,17,no,no,yes,275,12,,0,0,1
2173,1995,25,426,8,14,no,no,yes,275,12,,0,0,1
2174,1544,25,107,2,14,no,no,yes,275,12,,0,0,1
2175,1790,50,107,2,15,no,no,yes,275,12,,0,0,1
2176,1594,33,212,4,14,yes,yes,yes,275,12,,1,1,1
2177,2344,33,426,8,14,no,no,yes,275,12,,0,0,1
2178,1795,33,340,8,15,no,no,yes,275,12,,0,0,1
2179,2985,66,540,8,17,no,no,yes,275,12,,0,0,1
2180,2590,66,214,4,14,yes,yes,yes,275,12,,1,1,1
2181,2335,66,540,8,15,no,no,yes,275,12,,0,0,1
2182,2044,66,107,2,14,no,no,yes,275,12,,0,0,1
2183,2195,33,426,8,14,no,no,yes,275,12,,0,0,1
2184,2244,50,214,4,14,no,no,yes,275,12,,0,0,1
2185,1575,33,120,4,14,no,no,no,275,12,,0,0,0
2186,2494,33,340,4,14,yes,no,no,275,12,,1,0,0
2187,2844,33,528,16,14,no,no,yes,275,12,,0,0,1
2188,1975,66,340,4,15,no,no,yes,275,12,,0,0,1
2189,3515,66,424,16,17,yes,no,yes,275,12,,1,0,1
2190,1890,33,107,2,14,yes,yes,yes,275,12,,1,1,1
2191,1844,25,214,4,14,no,no,yes,275,12,,0,0,1
2192,1695,50,107,2,14,no,no,yes,275,12,,0,0,1
2193,2427,50,424,8,15,yes,yes,yes,275,12,,1,1,1
2194,2144,66,107,2,14,no,no,yes,275,12,,0,0,1
2195,1894,50,340,4,15,no,no,yes,275,12,,0,0,1
2196,2420,50,528,8,14,no,no,yes,275,12,,0,0,1
2197,3399,66,527,8,15,no,no,no,275,12,,0,0,0
2198,2395,50,424,4,17,no,no,yes,275,12,,0,0,1
2199,1795,50,340,4,14,no,no,yes,275,12,,0,0,1
2200,1699,50,245,4,15,no,no,yes,275,12,,0,0,1
2201,2170,66,340,4,15,yes,no,yes,275,12,,1,0,1
2202,2120,33,424,4,17,no,no,yes,275,12,,0,0,1
2203,2690,50,426,8,14,yes,yes,yes,275,12,,1,1,1
2204,1735,66,340,4,14,no,no,yes,275,12,,0,0,1
2205,3895,50,1000,16,14,yes,no,yes,275,12,,1,0,1
2206,1475,33,250,4,14,no,no,yes,275,12,,0,0,1
2207,2890,50,528,16,15,no,no,yes,275,12,,0,0,1
2208,2384,33,340,4,14,yes,no,no,275,12,,1,0,0
2209,1495,33,107,2,14,no,no,yes,275,12,,0,0,1
2210,2399,50,340,8,17,no,no,yes,275,12,,0,0,1
2211,2294,66,424,4,14,yes,yes,yes,275,12,,1,1,1
2212,2749,50,340,8,15,yes,yes,yes,275,12,,1,1,1
2213,1744,33,107,2,14,no,no,yes,275,12,,0,0,1
2214,3044,50,528,16,14,no,no,yes,275,12,,0,0,1
2215,1699,66,245,4,14,no,no,yes,275,12,,0,0,1
2216,2699,66,245,8,15,yes,no,yes,275,12,,1,0,1
2217,1679,33,120,4,14,no,no,no,275,12,,0,0,0
2218,1599,25,212,4,14,no,no,no,275,12,,0,0,0
2219,2495,66,426,8,14,no,no,yes,275,12,,0,0,1
2220,1895,33,212,4,17,no,no,yes,275,12,,0,0,1
2221,1849,66,245,4,15,no,no,yes,275,12,,0,0,1
2222,2620,66,528,8,14,no,no,yes,275,12,,0,0,1
2223,2094,50,424,4,14,yes,yes,yes,275,12,,1,1,1
2224,1875,25,212,4,17,no,no,yes,275,12,,0,0,1
2225,2744,66,426,8,14,no,no,yes,275,12,,0,0,1
2226,2449,66,425,8,15,no,no,yes,275,12,,0,0,1
2227,2744,50,340,8,17,no,no,yes,275,12,,0,0,1
2228,1895,33,214,4,14,no,no,yes,275,12,,0,0,1
2229,2395,66,340,8,15,no,no,yes,275,12,,0,0,1
2230,1295,25,214,4,14,no,no,yes,275,12,,0,0,1
2231,1990,33,107,2,14,yes,yes,yes,275,12,,1,1,1
2232,2044,33,214,4,14,no,no,yes,275,12,,0,0,1
2233,2299,25,120,4,14,yes,yes,no,275,12,,1,1,0
2234,1895,66,107,2,14,no,no,yes,275,12,,0,0,1
2235,1375,25,120,4,14,no,no,no,275,12,,0,0,0
2236,2090,50,107,2,14,yes,yes,yes,275,12,,1,1,1
2237,1744,33,107,2,14,no,no,yes,275,12,,0,0,1
2238,1995,50,214,4,14,no,no,yes,275,12,,0,0,1
2239,2590,66,426,8,15,no,no,yes,275,12,,0,0,1
2240,1794,33,212,4,14,yes,yes,yes,275,12,,1,1,1
2241,2220,33,528,8,14,no,no,yes,275,12,,0,0,1
2242,1749,33,212,4,14,yes,yes,yes,275,12,,1,1,1
2243,2990,33,528,16,14,yes,yes,yes,275,12,,1,1,1
2244,2344,66,214,4,14,no,no,yes,275,12,,0,0,1
2245,2644,25,528,16,14,no,no,yes,275,12,,0,0,1
2246,2225,66,340,8,15,yes,no,yes,275,12,,1,0,1
2247,2095,66,340,8,15,no,no,yes,275,12,,0,0,1
2248,1499,33,245,4,14,no,no,yes,275,12,,0,0,1
2249,3090,33,528,16,14,yes,yes,yes,275,12,,1,1,1
2250,2385,66,340,8,17,no,no,yes,275,12,,0,0,1
2251,3244,66,528,16,14,no,no,yes,275,12,,0,0,1
2252,1899,25,120,4,14,no,no,no,275,12,,0,0,0
2253,2890,25,528,16,14,yes,yes,yes,275,12,,1,1,1
2254,3714,66,527,8,15,yes,no,no,275,12,,1,0,0
2255,2294,33,424,8,14,yes,yes,yes,275,12,,1,1,1
2256,1795,33,240,4,14,yes,yes,yes,275,12,,1,1,1
2257,2388,25,120,4,14,yes,yes,no,275,12,,1,1,0
2258,2044,33,214,4,14,no,no,yes,275,12,,0,0,1
